symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
PILANIINVS.NS,PILANI INVESTMENT,24.668888888888887,1694.95,2250,1589.95,1759.42,1878.4445,1726.75,1740,1686,1712,2714
PIONEEREMB.NS,PIONEER EMBROID LT,40.3387703889586,47.55,79.7,38.3,54.745,59.9215,48.45,49.8,47.45,48.3,108087
PKTEA.NS,PERIA KARAMALAI TE,18.75811899194596,312.7,384.9,190.1,273.166,303.93326,320.4,321,312,320.45,125
PLASTIBLEN.NS,PLASTIBLENDS INDIA,35.22875816993464,198.2,306,193.1,222.84,247.89775,197.1,204.7,195,200.9,84358
PNB.NS,PUNJAB NATL BANK,27.282157676348554,35.05,48.2,31.75,37.562,39.20225,35.15,35.3,34.95,35.05,33886659
PNBGILTS.NS,PNB GILTS,37.031167459059695,59.6,94.65,48.35,63.859,67.32575,59.95,60.4,59.5,59.7,291145
PNBHOUSING.NS,PNB HOUSING,59.25945945945946,376.85,925,350,414.642,566.0035,376.35,384.95,375.1,381.35,358630
PNCINFRA.NS,PNC INFRATECH LTD,34.541550896691085,259.15,395.9,217.2,268.327,304.6005,259,265.1,257.6,259.95,375198
PODDARMENT.NS,PODDAR PIGMENTS,31.61230840152127,296.7,433.85,187,292.788,318.194,310,312,293.15,299.8,11686
POLYMED.NS,POLY MEDICURE LTD,18.49785407725322,949.5,1165,685.6,822.511,918.84625,925.4,975,925,907.05,329087
PONNIERODE.NS,PONNI SUGARS ERODE,39.43421052631579,230.15,380,145.3,245.557,251.1735,237.65,240.95,227.9,237.65,24926
POWERMECH.NS,POWER MECH PROJECT,23.67579908675799,835.75,1095,541.55,900.84,902.4465,812,842.2,810.8,809.8,21295
PPAP.NS,PPAP AUTOMOTIVE LT,43.97466116676487,190.15,339.4,173.65,219.071,238.7885,192,194.45,188.55,191.3,21450
PRAENG.NS,PRAJAY ENGINEERS S,47.34299516908212,16.35,31.05,7.25,18.343,19.215,17.2,17.2,16.05,16.85,189557
PRAKASH.NS,PRAKASH INDUSTRIES,27.446300715990454,76,104.75,50.1,64.064,67.16,68,77.2,68,67.9,9089221
PRINCEPIPE.NS,Prince Pipes Fittings Ltd,29.292084726867337,634.25,897,414.5,663.645,701.69,636,646.85,631.2,631.7,236864
PROZONINTU.NS,PROZONE INTU PROPE,62.11180124223603,21.35,56.35,14.15,26.671,29.4355,22.05,22.1,21.2,21.9,289983
PRSMJOHNSN.NS,PRISM JOHNSON LTD,28,115.2,160,109.9,125.421,128.9515,117.05,117.95,114.15,116.45,213096
PSB.NS,PUNJAB & SIND BANK,31.93832599118943,15.45,22.7,14.5,16.16,17.3815,15.85,15.9,15.4,15.8,362068
PTC.NS,PTC INDIA LTD,43.04016620498616,82.25,144.4,77.95,88.009,103.993,81.35,83.4,81.35,81.35,983554
PUNJABCHEM.NS,PUNJAB CHEM&CROP,24.530692454879254,1459.35,1933.7,839.75,1436.43,1487.1873,1520,1520,1450,1505.7,8901
PURVA.NS,PURAVANKARA LTD,35.91591591591592,106.7,166.5,63.8,120.944,123.065,108.6,110,106.2,108.05,75277
QUESS.NS,QUESS CORP LTD,33.42256793615517,659.05,989.9,527.4,642.479,804.88226,670,688,653.45,655.85,764770
QUICKHEAL.NS,QUICK HEAL TECHNOL,44.33991846973973,177.5,318.9,170.5,195.043,231.11674,181.2,181.95,177,181,102219
RADICO.NS,RADICO KHAITAN,31.37944358578052,887.95,1294,494,951.067,980.3005,886.45,897,877.5,878.75,372028
RADIOCITY.NS,MUSIC BROADCAST,12.837837837837839,25.8,29.6,21.85,23.889,24.26925,26.2,26.6,25.5,25.95,1700675
RAILTEL.NS,Railtel Corp of Ind Ltd,48.90643985419198,84.1,164.6,84,100.604,121.635,86,86.25,84,85.9,1556476
RAIN.NS,RAIN INDUSTRIES LT,28.872593950504125,194,272.75,144,205.214,220.8425,197.8,198.7,193,196.8,1390436
RAJRATAN.NS,Rajratan Global Wire Ltd,83.09124889340633,515.7,3049.9,435,1604.4958,1981.5315,539.95,540,500.5,526.8,30201
RALLIS.NS,RALLIS INDIA LTD,34.34914506343078,238.05,362.6,227.3,247.815,277.19376,237.55,242.5,237,237.15,474127
RAMANEWS.NS,SHREE RAMA NEWSPRI,38.44765342960288,17.05,27.7,13.4,18.727,19.7845,17.15,17.45,16.9,17.15,84677
RAMCOCEM.NS,RAMCO CEMENTS(THE),32.192990200406115,768.05,1132.7,690.45,807.085,966.32025,778,779.1,750.4,772.05,1163285
RAMCOIND.NS,RAMCO INDUSTRIES,42.506477567162136,210.8,366.65,200,229.807,271.37823,208,219.8,208,207.75,120794
RAMCOSYS.NS,RAMCO SYSTEMS,61.549654419789015,264.25,687.25,262,336.495,448.52676,270,273,262.6,265.35,132679
RANEENGINE.NS,RANE ENGINE VALVES,38.03053830227743,239.45,386.4,235.95,266.971,286.577,244.95,246.45,238.2,243.5,3295
RANEHOLDIN.NS,RANE HOLDINGS LTD,24.714148834238266,589.3,782.75,543,598.015,624.445,581.25,593.6,581.25,585.2,12329
RBL.NS,RANE BRAKE LINING,49.37551695616212,612.05,1209,577,709.347,834.079,614.9,620,596.85,608.95,42957
RBLBANK.NS,RBL BANK LIMITED,42.49116607773852,130.2,226.4,118.1,138.257,173.60475,131.5,132.1,129.05,129.25,10151725
RCF.NS,RASHTRIYA CHEM & F,5.493924986793451,89.45,94.65,66,77.411,78.0235,89.9,92.25,88.95,90.2,11489431
RCOM.NS,RELIANCE COMM LTD,47.524752475247524,2.65,5.05,1.5,3.179,3.247,2.7,2.75,2.65,2.65,8263866
RECLTD.NS,REC LTD,27.124666864080545,123.05,168.85,116.6,128.597,142.0345,123.95,123.95,122.6,123.45,5001566
REFEX.NS,REFEX INDUSTRIES L,31.19953863898501,119.3,173.4,88,126.828,135.69475,122,122.65,118.7,120.25,77844
RELAXO.NS,RELAXO FOOTWEARS,26.357044198895032,1066.35,1448,841,1206.873,1237.0702,1072,1094.5,1060.1,1062.9,292796
RELCAPITAL.NS,RELIANCE CAPITAL,45.67699836867863,16.65,30.65,9.3,14.4,17.154,17.15,17.15,15.75,16.35,11470404
RELIGARE.NS,RELIGARE ENTERPRIS,33.16221765913758,130.2,194.8,82.05,123.417,146.05525,124.5,131.9,124.45,125.5,2228177
REMSONSIND.NS,REMSONS INDS,42.46901811248808,181.05,314.7,136.9,207.58,226.386,181,187,171.3,176.85,7549
REPCOHOME.NS,REPCO HOME FIN LTD,58.97674418604651,176.4,430,165.5,222.132,288.291,179.5,183,175.2,179.25,198449
REPL.NS,Rudrabhishek Enterp Ltd,23.482142857142858,214.25,280,186,222.377,224.49875,221,222,212.2,220.35,34255
REPRO.NS,REPRO INDIA LTD,41.68875147232038,396.05,679.2,326.15,459.009,491.738,401,406.35,395.05,399.7,2591
RICOAUTO.NS,RICO AUTO INDS,49.27884615384615,31.65,62.4,31.3,38.746,45.31125,32.25,32.75,31.4,32.25,777527
RITES.NS,RITES LTD,17.426863793645797,262.5,317.9,232.2,257.654,271.167,252,264.7,252,253.05,360551
RKDL.NS,RAVI KUMAR DISTILL,50.253807106598984,9.8,19.7,7,10.03,11.68725,9.6,10.3,9.45,9.9,17018
RKFORGE.NS,RAMKRISHNA FORGINS,87.50793650793649,157.4,1260,154.56,601.4544,864.98236,163.65,163.65,156.1,160.2,275584
RML.NS,RANE(MADRAS)LTD,27.788065843621403,350.95,486,311.25,371.777,379.70926,359.7,362,350,354.75,16290
ROLLT.NS,ROLLATAINERS LTD,56.521739130434774,2,4.6,1.85,2.84,2.9755,1.95,2,1.9,1.95,717411
ROML.NS,Raj Oil Mills Limited,56.701030927835056,65.1,150.35,51.1,71.659,80.07875,67.5,67.5,64.6,66.1,12514
ROSSARI.NS,Rossari Biotech Limited,43.69363804817789,911.6,1619,890,1051.017,1273.6073,915.2,932.75,907.55,910.45,59497
ROSSELLIND.NS,ROSSELL INDIA LTD,7.948113207547168,195.15,212,98.25,146.636,154.504,182.4,203,179.2,179.4,371050
ROUTE.NS,ROUTE MOBILE LIMITED,35.4416073670992,1542.3,2389,1395,1599.855,1857.0365,1563,1598.95,1536.55,1549.85,354463
RPGLIFE.NS,RPG LIFE SCIENCES,25.51664562429397,560.45,752.45,360.35,561.083,580.4647,559.1,569.9,555.3,561.8,18514
RPPINFRA.NS,R.P.P.INFRA PROJEC,60,41.4,103.5,41.15,53.922,63.76119,42.85,43.95,41.15,42.7,199368
RPSGVENT.NS,RPSG VENTURES LIMITED,48.87763123416893,585.3,1144.9,321,645.528,722.3305,587.1,609,576,584.15,50106
RTNINDIA.NS,RATTANINDIA ENT LIMITED,35,46.15,71,4.55,48.536,49.1165,48,48,45.5,47.75,1120475
RUCHI.NS,RUCHI SOYA INDUSTRIES LTD,30.424202803806203,957.85,1376.7,634,860.224,971.7828,987.95,992.45,945,979.1,900774
S&SPOWER.NS,S & S POWER SWITCH,38.9391979301423,23.6,38.65,18.35,24.612,25.862,25.5,25.5,23.45,24.65,755
SABTN.NS,SRI ADHIKARI BROS,33.333333333333336,1.8,2.7,1.55,2.208,2.23225,1.8,1.8,1.8,1.85,16878
SADBHAV.NS,SADBHAV ENGINEERIN,72.59067357512953,26.45,96.5,24,33.436,48.3435,27.1,27.1,25.95,26.9,1749398
SADBHIN.NS,SADBHAV INFRA PROJ,78.36538461538461,9,41.6,8.4,11.945,17.79775,9.35,9.6,8.9,9.15,1101747
SAGCEM.NS,SAGAR CEMENTS,22.287066246056785,246.35,317,141,239.831,259.61295,255.3,255.35,243.4,252.8,133147
SAIL.NS,STEEL AUTHOR INDIA,34.86450760079313,98.55,151.3,79.55,98.863,113.68075,98.2,99.55,98,97.75,30839153
SAKHTISUG.NS,SAKTHI SUGAR,41.394335511982575,13.45,22.95,9,15.543,16.03975,14.2,14.35,13.35,14.05,300574
SALASAR.NS,SALASAR TECHNO ENG,42.916666666666664,212.35,372,181.575,233.483,272.3175,218.5,218.5,212,214.7,44161
SANDESH.NS,SANDESH,39.711440951415135,653.95,1084.7,625.2,707.667,779.7635,661.9,672.25,650.15,661.2,3600
SANDHAR.NS,SANDHAR TECHNOLOGI,34.309309309309306,218.75,333,174.5,230.272,261.93475,216,226.5,216,217.25,58598
SANGHIIND.NS,SANGHI INDUSTRIES,48.3510011778563,43.85,84.9,40.05,50.563,60.97225,45.25,45.25,43.6,44.9,542443
SANGINITA.NS,Sanginita Chemicals Limit,55.72033898305085,20.9,47.2,18,23.967,26.93075,21.8,21.8,19.2,20.85,36707
SANOFI.NS,SANOFI INDIA LTD,19.230479267635975,7499.45,9285,6945,7314.939,7884.5684,7529,7531.65,7474.55,7497.6,19394
SASKEN.NS,SASKEN TECHNOLOGIE,39.84918032786886,917.3,1525,843,967.763,1203.1417,928.15,932.5,916.05,923.5,8076
SATHAISPAT.NS,SATHAVAHANA ISPAT,24.999999999999993,2.85,3.8,2.85,3.448,3.49325,3,3,2.85,2.85,352116
SBICARD.NS,SBI CARDS & PAYMEN,26.89270386266094,851.7,1165,712.25,828.338,970.37024,865,870,849.1,868.9,789374
SBILIFE.NS,SBI LIFE INSURANCE,13.284361105741347,1121.45,1293.25,864.8,1123.423,1147.0468,1128,1128,1114.45,1121.8,748734
SCHAND.NS,S CHAND AND COMPAN,34.560810810810814,96.85,148,90.05,108.048,116.52325,94.9,99.2,93.85,93.85,381640
SCHNEIDER.NS,SCHNEIDER ELECTR,19.435949711179074,118.55,147.15,87.3,111.817,115.43325,119.7,120.6,117.2,118.9,549755
SCI.NS,SHIPPING CP INDIA,27.996254681647937,115.35,160.2,93.15,117.95,122.848,118.5,118.5,115,117.05,796043
SECURKLOUD.NS,SECUREKLOUD TECH LIMITED,65.9076923076923,83.1,243.75,77.05,107.217,132.22176,87.5,88.9,82.15,86.75,156653
SEQUENT.NS,SEQUENT SCIENTIFIC,60.23774145616642,133.8,336.5,120.95,143.592,198.89426,137.6,139.65,132,137.25,2054938
SESHAPAPER.NS,SESHASAYEE PAPER&B,23.710664335664333,174.55,228.8,133.6,154.516,172.135,176.8,181,173.95,175.6,141392
SETCO.NS,SETCO AUTOMOTIVE,45.03968253968254,13.85,25.2,13.5,15.939,18.2165,14.05,14.3,13.75,14,327752
SEYAIND.NS,Seya Industries Limited,58.470588235294116,35.3,85,34.7,47.392,56.98425,36.7,36.7,35.05,35.2,28295
SHAKTIPUMP.NS,SHAKTI PUMPS INDIA,49.543956043956044,459.15,910,454,537.586,656.84625,470,475.7,455.3,468.85,138846
SHALBY.NS,SHALBY LTD,45.429104477611936,117,214.4,101.2,131.279,159.20125,119.2,119.8,116.65,119.15,166077
SHEMAROO.NS,SHEMAROO ENTERTAIN,25.17269964078474,135.4,180.95,64.35,121.494,129.97,136.1,140.9,132.4,136.1,42560
SHIL.NS,Somany Hom Innovation ltd,25.087683102950272,363.1,484.7,252,386.396,394.08075,357,365,354.5,353.1,102732
SHILPAMED.NS,SHILPA MEDICARE,40.60262529832936,398.2,670.4,330,451.074,547.501,407,407,395,404.05,297780
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,28.260869565217394,4.95,6.9,4.95,4.95,5.214,5.1,5.45,4.95,4.95,29584
SHK.NS,S H KELKAR AND COM,30.80260303687635,143.55,207.45,110.05,148.623,157.03,137.85,144.75,136.35,137,368303
SHREDIGCEM.NS,SHREE DIGVIJAY CEMENT,29.24335378323108,69.2,97.8,47.1,68.409,77.86675,69.35,70.9,67.3,68.8,305569
SHREECEM.NS,SHREE CEMENT LTD,25.010609086370447,24032.6,32048,21650,23989.047,26869.488,24309,24329.55,23905.75,24089.15,21992
SHREYANIND.NS,SHREYANS INDUSTRIE,21.54605263157895,119.25,152,79,108.775,115.26225,122.9,122.9,118.85,120.35,33139
SHRIPISTON.NS,SHRIRAM PISTONS &,36.69584736251404,705.05,1113.75,672.65,753.36,875.352,685,749.7,685,720,687
SHRIRAMCIT.NS,SHRIRAM CITY UNION,37.58262874711761,1624.1,2602,1370,1664.505,1912.9563,1624.6,1647.7,1616.4,1627.9,19177
SIL.NS,STANDARD INDS,42.307692307692314,12,20.8,11.45,13.507,15.20475,12.05,12.6,11.45,12.05,24747
SILGO.NS,Silgo Retail Limited,35.56298773690079,28.9,44.85,24.65,29.806,38.32375,28,30.65,25.65,25.55,854334
SIMBHALS.NS,SIMBHAOLI SUGARS L,49.60629921259843,22.4,44.45,7.05,22.031,25.6155,22.75,23.4,22.05,23.2,91249
SIMPLEXINF.NS,SIMPLEX INFRASTRUC,15.575221238938049,47.7,56.5,27.7,42.036,43.168,47.7,47.7,47.7,45.45,100939
SKIL.NS,SKIL INFRASTRUCTUR,46.42857142857142,3,5.6,2.25,3.194,3.4755,3.1,3.4,3,3,309734
SKIPPER.NS,SKIPPER LTD,44.68734112862227,54.4,98.35,49.5,67.598,77.27525,56.65,57.45,54,56.6,241492
SKMEGGPROD.NS,SKM EGG PRODUCTS,38.49246231155779,61.2,99.5,42.15,68.79,77.531,62.55,65,60.9,62.85,64198
SMCGLOBAL.NS,SMC Global Securities Ltd,25.29832935560859,78.25,104.75,65.8,77.137,78.6765,78.3,81.85,77.15,77.35,376927
SMLISUZU.NS,SML ISUZU LTD,41.36094674556213,495.5,845,430,563.782,605.2717,498.3,504.95,492.75,495.05,16999
SMSLIFE.NS,SMS LIFESCIENCES,31.773831593326182,699.25,1024.9,470,714.15,762.19824,720.45,727.95,683.8,720.45,11251
SMSPHARMA.NS,SMS PHARMACEUTICAL,52.96780684104628,93.5,198.8,81.1,109.299,142.5385,98.95,98.95,93,96.65,160350
SNOWMAN.NS,SNOWMAN LOGISTICS,48.827470686767164,30.55,59.7,30.4,35.653,42.1215,31.4,31.7,30.4,31.5,1146350
SOLARA.NS,SOLARA ACTIVE PHAR,64.18720933358422,666.1,1859.95,606,785.081,1268.0095,696,697.05,663,691.4,141566
SOMANYCERA.NS,SOMANY CERAMICS LD,33.164948453608254,648.3,970,406.5,756.018,763.2615,660.4,669.4,643.3,663,53753
SOMATEX.NS,SOMA TEXTILE & IND,46.90909090909091,7.3,13.75,4.55,7.74,8.549,7.5,7.5,7.05,7.2,21708
SOMICONVEY.NS,SOMI CONVEYOR BELT,51.35531135531135,33.2,68.25,30.1,40.089,47.3365,35.55,35.55,33,34.25,39772
SONATSOFTW.NS,SONATA SOFTWARE,27.856376231827504,739.4,1024.9,512.55,779.53,826.13727,744.3,757,735,740.4,115049
SORILINFRA.NS,SORIL INFRA RESOUR,61.284100303113796,70.25,181.45,67.55,88.058,109.3245,73,74.5,70,73,81547
SOTL.NS,SAVITA OIL TECHNOL,42.568306010928964,1051,1830,932,1081.092,1318.8342,1075,1079.3,1046,1070.1,16608
SOUTHBANK.NS,SOUTH INDIA BANK,46.23655913978494,7.5,13.95,7.45,8.314,9.63125,7.6,7.65,7.5,7.55,8146260
SPANDANA.NS,Spandana Sphoorty Fin Ltd,59.52439024390244,331.9,820,323,369.816,510.05725,335,345.9,330.4,334.2,287613
SPENCERS.NS,SPENCERS RETAIL,44.317394317394324,80.35,144.3,65.7,87.144,102.773,82,83,80,81.35,252225
SPICEJET.NS,SPICEJET LTD,37.68613974799542,54.4,87.3,53.25,60.104,69.5815,54.05,55.65,53.9,54.7,6217529
SREEL.NS,SREELEATHERS LTD,16.91176470588235,197.75,238,135.25,175.57,178.5375,192,204.2,190.4,190.4,43069
SREINFRA.NS,SREI INFRASTRUCTUR,72.20708446866486,5.1,18.35,3.7,5.666,7.367,5.1,5.35,5.05,5.15,754720
SRIPIPES.NS,SRIKALAHASTHI PIPE,18.993963782696174,201.3,248.5,139.95,195.558,203.376,200.3,204.25,200,200.8,75969
SRTRANSFIN.NS,SHRIRAM TRANSPORT,33.10245225182741,1134.85,1696.4,1002,1161.019,1323.3225,1127,1144.4,1119,1124.45,873990
SSWL.NS,STEEL STRIPS WHEEL,17.25388071895425,810.25,979.2,322.5,771.848,795.758,796.25,822,786.3,795.55,48759
STAMPEDE.NS,STAMPEDE CAPITAL,22.22222222222223,0.7,0.9,0.6,0.768,0.81025,0.65,0.7,0.65,0.65,116933
STAR.NS,STRIDES PHARMA SCI,63.400211193241816,346.6,947,304.2,358.694,530.7415,356.2,358.85,344.9,356.5,635242
STARCEMENT.NS,STAR CEMENT LTD,25.333333333333336,89.6,120,85.5,92.299,101.30025,91,93,88.95,90.45,195374
STARPAPER.NS,STAR PAPER MILLS,12.548156301596029,158.9,181.7,108.35,136.003,143.052,155.9,161.5,153.35,155,223554
STCINDIA.NS,STATE TRD CORP IND,30.007204610951014,97.15,138.8,66.75,101.732,104.66525,98.1,99.4,96.65,97.3,25054
STEL.NS,STEL HOLDINGS LTD,46.80555555555556,114.9,216,71.5,135.644,145.83075,116.5,116.5,114.5,114.4,12413
STERTOOLS.NS,STERLING TOOLS,46.60499901594174,135.65,254.05,129.95,160.525,188.45825,142.95,142.95,134.55,140.15,64336
STLTECH.NS,STERLITE TECHNOLOGIES LTD,29.4182389937107,224.45,318,170.05,200.508,260.94,223.35,230.7,222.45,221.2,695450
STOVEKRAFT.NS,Stove Kraft Limited,45.845461762370995,613.95,1133.7,450.95,718.733,870.5405,620.75,626,612,620.85,120720
SUBEXLTD.NS,Subex Ltd,56.78763440860216,32.15,74.4,30.4,39.967,50.9385,33.75,34.05,31.9,33.4,7636921
SUDARSCHEM.NS,SUDARSHAN CHEMICAL,34.389168765743065,520.95,794,505,561.333,619.6375,526.05,535.5,518.45,531.35,120315
SUMICHEM.NS,Sumitomo Chemical Ind Ltd,2.4787997390737067,448.5,459.9,278.1,390.575,396.435,426.25,453,423.45,427.85,1511337
SUMMITSEC.NS,SUMMIT SECURITIES,31.88215102974828,595.35,874,475,655.679,683.5725,589.9,608.8,588.8,586.45,3017
SUNDARMFIN.NS,SUNDARAM FINANCE L,28.904360571637962,1940.2,2729,1752.6,2049.842,2372.7566,1885,1948,1885,1899.55,31922
SUNDARMHLD.NS,SUNDARAM FINANCE H,26.82154171066526,69.3,94.7,58.39403,77.316,79.1085,71.95,71.95,68.7,70.7,109820
SUNDRMBRAK.NS,SUNDARAM BRAKE LIN,30.373545621555415,341.1,489.9,308.65,378.942,397.72525,340,346.45,339.65,337.35,4062
SUNFLAG.NS,SUNFLAG IRON & STE,34.86808070356958,62.95,96.65,57.1,72.036,77.8725,64.05,65.25,62.3,63.95,371451
SUNTV.NS,SUN TV NETWORK LTD,19.95915032679738,489.85,612,425,476.692,514.07324,491.95,496.95,484.25,488.4,1807577
