symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
3MINDIA.NS,3M INDIA LTD,22.129032258064516,24140,31000,18024.25,24480.486,24978.414,23810,24210,23704.85,23692.6,778
AARTIDRUGS.NS,AARTI DRUGS LTD,35.99493646233994,657.3,1026.95,518.3,702.13055,708.2042,648.15,662,645.2,644.25,87667
ADANIGREEN.NS,ADANI GREEN ENERGY,34.45323741007194,911.1,1390,351,988.24164,1106.2388,890,920,885,901.5,852885
ADANIPORTS.NS,ADANI PORT SPECIAL,21.48168701442841,707.45,901,312.1,697.1847,711.2493,701,710.4,700,699.15,2926597
ADANITRANS.NS,ADANI TRANSMISS.IN,42.21708866530898,950.5,1644.95,230.1,991.1055,995.07306,950,954.9,918,946.7,18012
AFFLE.NS,Affle (India) Limited,34.772060168797175,4100,6285.65,2060,4343.1973,4980.049,4100,4141,4060.8,4102.15,11287
AGCNET.NS,AGC NETWORKS LTD,35.42857142857143,1130,1750,302,1193.9569,1220.0101,1090.1,1149.85,1074.1,1130.6,644
AKASH.NS,Akash Infra-Projects Ltd,35.1779359430605,182.15,281,157.9,213.31667,215.0098,183.3,185.95,181.25,180.4,3691
ALCHEM.NS,ALCHEMIST LTD,68.5589519650655,3.6,11.45,3.05,3.7069445,3.7534964,3.8,3.8,3.6,3.6,5916
AMARAJABAT.NS,AMARA RAJA BATTERI,29.184340110184777,726.25,1025.55,693.15,730.7208,812.6608,724,727.6,720.7,719.3,198585
AMBER.NS,AMBER ENTERPRISES,20.385035499726925,2915.5,3662,1655,2982.4028,3026.1094,2859.7,2919,2858.45,2835.75,22302
APLLTD.NS,ALEMBIC PHARMACEUT,33.943231441048034,756.35,1145,744.3,907.5958,943.2902,760,766.05,754,762.2,135381
ARCOTECH.NS,ARCOTECH LTD,41.7910447761194,1.95,3.35,1.4,1.775,1.7933567,1.95,1.95,1.95,1.95,27292
ARSHIYA.NS,ARSHIYA LIMITED,36.14035087719298,27.3,42.75,9.55,30.922222,31.553146,26.05,27.7,26.05,26.65,13913
ASIANTILES.NS,ASIAN GRANITO INDI,45.49063194664972,171.65,314.9,138.15,179.94722,188.11119,170,173.5,169,166.1,107575
ASTRAZEN.NS,ASTREZENECA PHARMA,35.51307847082495,3205,4970,3005,3505.6973,3600.5435,3178,3215.25,3170.75,3178.95,5625
ATGL.NS,ADANI TOTAL GAS LIMITED,46.837403216200116,892.6,1679,155.3,942.9583,967.4168,894.55,898.95,885,900.1,22756
AUTOLITIND.NS,AUTOLITE (INDIA) LIMITED,62.70207852193996,16.15,43.3,15.3,16.566668,23.041958,17.2,17.2,16.15,16.15,14946
BANDHANBNK.NS,BANDHAN BANK LTD,31.541676340840485,294.85,430.7,251.4,312.15973,322.3986,295.2,296.7,292.4,295.2,1855374
BANKA.NS,Banka BioLoo Limited,17.004048582995953,71.75,86.45,27.9,68.15139,68.75944,73.65,73.7,70.4,70.75,4180
BCP.NS,B.C. Power Controls Ltd,56.32183908045977,3.8,8.7,2.85,3.848611,3.9800699,3.75,3.85,3.75,3.75,92050
BIOCON.NS,BIOCON LTD,23.16760635571502,374.75,487.75,363.25,393.79443,395.9042,373,375.7,371.15,372.65,495103
BIOFILCHEM.NS,BIOFIL CHEMICALS &,80.87615838247683,68.1,356.1,28.4,70.85139,74.58566,67,68.45,67,67,7742
BLISSGVS.NS,BLISS GVS PHARMA,48.2579185520362,114.35,221,91.65,112.486115,125.612236,113.75,116.5,113.4,113.1,266015
BLUESTARCO.NS,BLUE STAR,16.516485766946555,815.3,976.6,513.15,842.2222,845.3619,808,819.65,807.4,807.05,12662
CANDC.NS,C & C CONSTRUCTION,54.193548387096776,3.55,7.75,1.95,4.0430555,4.8646855,3.45,3.7,3.4,3.55,15390
CEATLTD.NS,CEAT LTD,26.398184912081682,1297.6,1763,861,1356.3167,1437.914,1298,1313.95,1286.5,1286.5,50482
CHOLAFIN.NS,CHOLAMANDALAM INV,15.641900324486238,506.95,600.95,210.1,511.06946,527.5472,503,509.4,498.35,501.55,714813
CUB.NS,CITY UNION BANK,23.799999999999997,152.4,200,116.55,159.36528,165.393,152.85,153.35,151.05,152.15,384645
DCBBANK.NS,DCB BANK LIMITED,27.23320158102767,92.05,126.5,74.3,103.03611,104.325874,92.8,92.8,91.1,91.25,480652
DHANI.NS,DHANI SERVICES LIMITED,49.24864250536684,200.95,395.95,155.1,200.42223,231.71573,202.5,204.5,196.6,198.5,677327
DHFL.NS,DEWAN HOUSING FIN,61.026837806301046,16.7,42.85,12.05,16.7,17.26993,16.7,16.7,16.7,16.7,2454074
DQE.NS,DQ ENTERTAINMENT I,39.39393939393939,1,1.65,0.85,0.9861111,1.0314685,0.95,1,0.9,0.95,103267
ENGINERSIN.NS,ENGINEERS INDIA,21.91854233654877,72.85,93.3,60.4,77.077774,77.725876,73.1,73.4,72.7,72.75,801776
EROSMEDIA.NS,EROS INTL MEDIA,46.40434192672999,19.75,36.85,17.75,24.98611,25.742657,19,19.8,19,18.9,324312
ESCORTS.NS,ESCORTS,14.24290918996221,1259.3,1468.45,1077.4,1192.7556,1236.6692,1261.9,1274.2,1256.05,1261.9,538308
EXIDEIND.NS,EXIDE INDUSTRIES,22.503419972640227,169.95,219.3,153.6,179.15,188.62132,169.85,170.8,169.05,169.15,928025
GANECOS.NS,GANESHA ECOSPHERE,23.892519970951344,524,688.5,223,520.00555,552.74023,521.95,530.25,516.95,514,7502
GFLLIMITED.NS,GFL LIMITED,29.382342193433796,68.7,97.28445,62.451668,69.97083,73.11763,68,69.8,68,67.9,46524
GICRE.NS,GENERAL INSURANCE,32.24815724815725,165.45,244.2,115,185.84584,189.6556,165,166.25,164.5,164.3,178498
GLOBE.NS,Globe Textiles (I) Ltd.,0,12.25,12.25,3.066666,3.3733325,3.3733327,12.25,12.25,12.25,12.85,35502
GOENKA.NS,GOENKA DIAMOND & J,52.083333333333336,1.15,2.4,0.55,1.3041667,1.5045455,1.15,1.2,1.15,1.2,79123
GULFOILLUB.NS,GULF OIL LUBRICANT,26.674584323040385,617.4,842,603.25,664.76807,703.35034,621,630,616.85,613.4,24068
HATHWAY.NS,HATHWAY CABLE & DA,34.63035019455253,25.2,38.55,20.55,26.352777,26.777273,24.85,25.35,24.65,24.65,1822010
HDFC.NS,HOUSING DEVEL FIN,8.183701657458563,2659,2896,1623,2515.2166,2542.742,2656.6,2675.25,2646.6,2658.5,658800
HDFCAMC.NS,HDFC ASSET MANAGEM,12.28080621632082,2946.4,3358.9,2070.05,2922.6763,2926.9832,2939,2965,2925.05,2946.25,56683
HDFCBANK.NS,HDFC BANK,8.872638634978665,1495.4,1641,1020.2,1480.4764,1485.7616,1497,1507.6,1489.3,1494.95,1971746
HDFCLIFE.NS,HDFC LIFE INSURANC,9.986595174262735,671.5,746,555.95,680.3472,687.17413,666.5,671.65,665.4,666.65,629175
HEMIPROP.NS,Hemisphere Prop Ind Ltd,30.128840436075325,141,201.8,54.4,144.70139,147.53146,135,141.85,135,134.25,526705
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.259530731183098,2784.95,3629.05,2740,2862.6194,3037.781,2800,2801.25,2775,2781.6,213070
HNDFDS.NS,Hindustan Foods Limited,25.91155934833204,1910,2578,695.75,1975.2208,2026.8846,1900,1980,1870,1887.15,2277
HONAUT.NS,HONEYWELL AUTO IND,19.153930786157236,40414.95,49990,27850,42027.582,43090.17,40700,40790,40315.3,40140.75,596
IDEA.NS,VODAFONE IDEA LTD,52.536231884057976,6.55,13.8,4.55,8.586111,9.539161,6.7,6.75,6.5,6.65,56064350
IDFCFIRSTB.NS,IDFC FIRST BANK,33.69408369408369,45.95,69.3,26.85,52.545834,55.825176,46.65,46.8,45.65,46.9,17589074
IFBIND.NS,IFB INDUSTRIES LTD,38.51886353050769,924,1502.9,385.2,1025.3125,1102.3329,954,960.35,923.3,945.55,19258
INDIAMART.NS,IndiaMART InterMESH Ltd,27.056281407035183,7257.9,9950,2900,7206.214,7767.333,7200,7267.95,7186.5,7148.9,9394
INDLMETER.NS,IMP POWERS LTD,40.459770114942536,12.95,21.75,11,14.327778,14.972727,12.9,13,12.5,12.7,12710
INDUSTOWER.NS,INDUS TOWERS LIMITED,24.44719617901998,213.55,282.65,162.2,229.75833,245.82448,213.2,215.5,212.15,213.1,921420
ITC.NS,ITC LTD,12.374581939799329,209.6,239.2,163.35,206.3875,209.80978,210.25,214.2,208.7,208.65,17875199
JCHAC.NS,JOHNSON CONTROLS-H,25.467687074829932,2191.25,2940,2015.3,2257.0806,2405.4094,2178,2204.95,2178,2186,3463
JETAIRWAYS.NS,JET AIRWAYS INDIA,53.17834020011772,79.55,169.9,23.65,92.066666,96.94266,78,80.15,76,78.55,25243
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,33.25825825825826,666.75,999,509.54782,707.1472,762.68494,670,674,660.4,666.15,132753
KAPSTON.NS,Kapston Facilities Mgmt L,37.53330795584317,82.05,131.35,73.15,88.69861,94.58776,81.55,88,81.55,84.9,3
