symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
HDFCLIFE.NS,HDFC LIFE INSURANC,9.52412868632707,674.95,746,555.95,680.3472,687.17413,666.5,675.9,665.4,666.65,1822233
HEMIPROP.NS,Hemisphere Prop Ind Ltd,31.36769078295342,138.5,201.8,54.4,144.70139,147.53146,135,141.85,135,134.25,800273
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.31464157286343,2782.95,3629.05,2740,2862.6194,3037.781,2800,2801.25,2775,2781.6,410369
HNDFDS.NS,Hindustan Foods Limited,24.72653219550039,1940.55,2578,695.75,1975.2208,2026.8846,1900,1980,1870,1887.15,4949
HONAUT.NS,HONEYWELL AUTO IND,19.13112622524505,40426.35,49990,27850,42027.582,43090.17,40700,40800,40289.1,40140.75,1071
IDEA.NS,VODAFONE IDEA LTD,52.89855072463769,6.5,13.8,4.55,8.586111,9.539161,6.7,6.75,6.45,6.65,120300578
IDFCFIRSTB.NS,IDFC FIRST BANK,33.76623376623377,45.9,69.3,26.85,52.545834,55.825176,46.65,46.8,45.65,46.9,31885211
IFBIND.NS,IFB INDUSTRIES LTD,38.71515070862999,921.05,1502.9,385.2,1025.3125,1102.3329,954,960.35,917,945.55,42651
INDIAMART.NS,IndiaMART InterMESH Ltd,27.971356783919592,7166.85,9950,2900,7206.214,7767.333,7200,7267.95,7150,7148.9,20787
INDLMETER.NS,IMP POWERS LTD,39.99999999999999,13.05,21.75,11,14.327778,14.972727,12.9,13.3,12.5,12.7,22868
INDUSTOWER.NS,INDUS TOWERS LIMITED,24.25260923403502,214.1,282.65,162.2,229.75833,245.82448,213.2,215.5,212.15,213.1,1689467
ITC.NS,ITC LTD,12.667224080267552,208.9,239.2,163.35,206.3875,209.80978,210.25,214.2,208.35,208.65,27677870
JCHAC.NS,JOHNSON CONTROLS-H,25.710884353741502,2184.1,2940,2015.3,2257.0806,2405.4094,2178,2204.95,2178,2186,6806
JETAIRWAYS.NS,JET AIRWAYS INDIA,53.29605650382579,79.35,169.9,23.65,92.066666,96.94266,78,80.15,76,78.55,61862
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,33.968968968968966,659.65,999,509.54782,707.1472,762.68494,670,674,652,666.15,260586
KAPSTON.NS,Kapston Facilities Mgmt L,37.19071183859916,82.5,131.35,73.15,88.69861,94.58776,81.55,88,81.55,84.9,13
KARURVYSYA.NS,KARUR VYSYA BANK,30.828814872192098,44.65,64.55,29.3,49.802776,53.821327,44.25,44.9,44.05,44.05,1285516
KELLTONTEC.NS,KELLTON TECH SOLU,41.63043478260869,53.7,92,18.6,61.922222,69.43532,51.1,54.2,51.05,50.95,703197
KGL.NS,KARUTURI GLOBAL,50,0.25,0.5,0.15,0.2,0.23391609,0.15,0.25,0.15,0.2,7473514
KOLTEPATIL.NS,KOLTE-PATIL DEVELO,14.688375350140062,243.65,285.6,147.75,233.06528,235.62535,236.35,250.4,233.5,235.8,1551649
KOTAKBANK.NS,KOTAK MAHINDRA BAN,12.75256222547584,1787.7,2049,1230.6,1727.3195,1792.9077,1775.1,1791,1762,1780.6,1641639
KSERASERA.NS,KSS LTD,50,0.15,0.3,0.1,0.15,0.16056338,0.2,0.2,0.15,0.15,8023373
KTKBANK.NS,KARNATAKA BANK,20.392953929539292,58.75,73.8,39.5,61.366665,63.63627,58.9,59.25,58.5,58.45,731579
L&TFH.NS,L&T FINANCE HOLDIN,24.73544973544974,85.35,113.4,51.71434,91.1125,93.91479,84.7,85.6,84.15,84.2,5001057
LUMAXIND.NS,LUMAX INDUSTRIES,17.889985421105763,1464.35,1783.4,1188,1512.8389,1548.1755,1483.3,1507.3,1460.3,1475.9,2522
M&M.NS,MAHINDRA &MAHINDRA,18.470668557323663,776.2,952.05,567.5,770.9403,804.1958,781,794.65,773.75,778.7,3550340
M&MFIN.NS,MAHINDRA &MAH FIN,30.784663397235846,155.25,224.3,112.7,155.91806,175.26819,153.6,156.2,152,154,4457049
MARINE.NS,Marine Electrical (I) Ltd,49.33847850055127,45.95,90.7,16,56.06389,59.77676,43.6,47.45,42,42.9,2871567
MASFIN.NS,MAS FINANCIAL SERV,30.656704325516493,770.3,1110.85,647.35,839.92084,854.4246,766,779.8,760.55,770.55,24579
MCL.NS,Madhav Copper Limited,64.87068965517241,40.75,116,38,63.2125,83.31468,40,40.75,39.4,38.85,49542
MODIRUBBER.NS,MODI RUBBER,68.66466095811155,67.7,216.05,25.35,72.44861,91.34825,65.8,67.95,65.25,68.1,1559
MRF.NS,MRF LTD,20.653053069499524,78236.05,98599.95,55300,80808.75,83179.37,78199,78709.95,77605,77603.1,13736
NATNLSTEEL.NS,NATIONAL STEEL & A,30.17241379310345,4.05,5.8,2.1,4.1680555,4.4954224,4.3,4.3,4,4.1,37801
NEULANDLAB.NS,NEULAND LABORITIE,40.79243425678526,1684.1,2844.4,782.75,2047.4514,2098.9207,1620,1684.1,1602.5,1603.95,42238
NITIRAJ.NS,Nitiraj Engineers Ltd,16.911764705882355,50.85,61.2,43.2,43.2,45.515385,52,52,48.1,51.45,695
NXTDIGITAL.NS,NXTDIGITAL LIMITED,33.68515452538631,480.65,724.8,450,483.15555,490.90424,464.25,483.05,464.25,467.9,3780
OISL.NS,OCL IRON & STEEL L,54.878048780487795,1.85,4.1,1.85,1.9041667,2.3,1.85,1.9,1.85,1.85,26878
ORCHPHARMA.NS,Orchid Pharma Limited,83.33427521898841,442.35,2654.25,5.45,667.3555,1160.519,427,444.9,417.5,423.75,9922
ORIENTLTD.NS,ORIENT PRESS LTD,38.689991863303504,75.35,122.9,62.25,81.42639,84.04929,77.7,77.7,74.4,74.55,2611
ORTEL.NS,ORTEL COMMUNICATIO,33.333333333333336,1,1.5,0.7,1.0833334,1.0867133,1,1,1,1,100
PAISALO.NS,PAISALO DIGITAL LT,30.818181818181824,608.8,880,346,639.5611,689.7715,611.8,619,598.05,604.9,53552
PCJEWELLER.NS,PC JEWELLER LIMITE,29.438543247344466,23.25,32.95,12.75,26.13611,26.770071,23,23.45,22.85,22.75,1269338
PETRONET.NS,PETRONET LNG,22.171781369166517,214.3,275.35,207.25,221.12639,233.6916,215,216,213.6,214.25,2313844
PFOCUS.NS,PRIME FOCUS,28.722002635046117,54.1,75.9,34.15,58.620834,59.93042,52.95,54.95,50.95,51.3,29150
PGHL.NS,PROCTER & GAMBLE HEALTH L,27.64466666666667,5426.65,7500,4480,5591.1377,6192.768,5346.2,5448.5,5310.05,5347.95,4959
PILITA.NS,PIL ITALICA LIFEST,64.58333333333333,6.8,19.2,5.5,8.3125,12.439437,6.65,7.3,6.65,6.8,3704261
RAJMET.NS,Rajnandini Metal Limited,1.0317460317460256,187.05,189,15.175,31.05,31.084507,185,189,185,184.45,8819
RAJVIR.NS,RAJVIR INDUSTRIES,24.285714285714285,7.95,10.5,7,7.7458334,8.838733,7.6,7.6,7,7.95,7908
RBLBANK.NS,RBL BANK LIMITED,35.74553408676632,176.25,274.3,156.1,203.90834,213.26233,178,179.25,175.2,177.7,4868530
RESPONIND.NS,RESPONSIVE INDUSTR,37.05445544554455,127.15,202,91,138.14444,159.36972,127,129.55,126,127.5,10750
RMCL.NS,RADHA MADHAV CORP,52.27272727272727,2.1,4.4,1.9,2.5333333,2.5437062,2.2,2.2,2.05,2.1,70154
ROLLT.NS,ROLLATAINERS LTD,44.00000000000001,2.8,5,1.95,3.0638888,3.103846,2.7,2.85,2.65,2.6,554243
ROML.NS,Raj Oil Mills Limited,57.058996184326375,73.15,170.35,3.75,80.609726,99.972374,69,74.75,65.95,66.75,15550
SANCO.NS,SANCO IND LIMITED,58.83720930232558,8.85,21.5,6.9,10.008333,10.525704,9.1,9.15,8.3,8.75,36348
SATIN.NS,SATIN CREDIT CARE,29.362267493356956,79.75,112.9,51.25,87.7625,87.828674,80.25,81,79.05,80.2,101943
SBICARD.NS,SBI CARDS & PAYMEN,9.53488372093024,1030.85,1139.5,753.05,992.0722,1001.662,1032,1038.9,1019,1032.6,645278
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,40.56603773584906,6.3,10.6,4.95,6.25,6.4457746,5.7,6.35,5.8,5.7,9086
SHRENIK.NS,SHRENIK LTD,84.21052631578947,1.65,10.45,1.45,1.9958333,2.309155,1.45,1.65,1.45,1.5,3077877
SILLYMONKS.NS,Silly Monks Entertain Ltd,36.08903020667726,20.1,31.45,18,21.555555,22.091957,20.3,20.3,19.7,19.55,1714
SIRCA.NS,Sirca Paint India Limited,11.458333333333334,340,384,220.1,334.07083,340.0423,329,344.9,324.9,324.95,152292
SORILINFRA.NS,SORIL INFRA RESOUR,47.72777167947311,119.05,227.75,54,136.38194,145.10175,113.95,121.5,112.45,112.4,65271
SRTRANSFIN.NS,SHRIRAM TRANSPORT,14.6942897162774,1309.4,1534.95,555.55,1380.2236,1380.8126,1301.5,1319.5,1287.25,1295,828801
STAMPEDE.NS,STAMPEDE CAPITAL,18.75,0.65,0.8,0.4,0.71944445,0.7507042,0.75,0.7,0.65,0.65,1339250
STAR.NS,STRIDES PHARMA SCI,32.98298298298298,669.5,999,551.1,768.0195,821.07605,677.35,683,665.25,677.15,608126
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.9919014,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,36.74708959001182,187.45,296.35,183.45,211.13194,232.06174,183.45,188.7,183.45,183.3,86170
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,8.059322033898297,542.45,590,291.6,495.03333,496.27414,537.7,552.1,530.2,535,322519
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,80.25974025974025,22.8,115.5,19.3,25.506945,34.619473,21.3,23.4,19.3,21.3,330741
SYMPHONY.NS,SYMPHONY LTD,39.75994243851386,920.95,1528.8,820,1019.13055,1117.4824,935,935,915.05,918.85,35683
TATAMOTORS.NS,TATA MOTORS LTD.,15.176715176715177,306,360.75,120.15,312.79443,314.25705,297.3,307.4,297.3,295.45,33640381
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.2291665,7.0003495,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,19.524405506883614,64.3,79.9,31.15,65.015274,68.3338,63.9,64.9,62.65,62.1,70208
TVSMOTOR.NS,TVS MOTOR CO,17.117117117117118,552,666,415.05,593.3611,599.04895,561,565.35,551.1,560.85,1066222
TVVISION.NS,TV VISION LTD,17.460317460317455,2.6,3.15,1.15,2.086111,2.1200705,2.6,2.6,2.4,2.5,37780
UJJIVAN.NS,UJJIVAN FIN SERV,31.77359704132497,212.15,310.95,183.3,223.24583,223.42323,213,215.4,209.05,211.05,243397
UJJIVANSFB.NS,Ujjivan Small Financ Bank,41.36771300448431,26.15,44.6,25.6,29.7625,31.339085,25.75,26.3,25.6,25.55,2600688
UNICHEMLAB.NS,UNICHEM LABS,20.2,299.25,375,218.55,322.59027,323.58148,275.35,313.75,275.35,285.5,190246
UTTAMSTL.NS,UTTAM GALVA STEELS,56.22119815668203,4.75,10.85,3.7,4.9805555,6.883803,4.6,4.8,4.45,4.6,348239
V2RETAIL.NS,V2 RETAIL LTD,25.436328377504847,115.35,154.7,44.5,123.71111,125.63426,117.95,118.8,113.45,115.85,15647
VAKRANGEE.NS,VAKRANGEE LTD,48.24624194702935,36.15,69.85,24.5,38.691666,48.975,31.5,36.15,31.5,30.15,16746969
VARROC.NS,VARROC ENGINEERING,32.97393488956349,320.15,477.65,196.2,351.15973,382.36398,317.2,328.65,315.1,317.25,336869
VERTOZ.NS,Vertoz Advertising Ltd,59.08385093167702,131.75,322,116,159.78473,227.42746,131.25,137.25,129.6,131,149730
WANBURY.NS,WANBURY LTD,26.447368421052637,83.85,114,31.5,86.994446,89.46119,78.3,83.85,78.3,79.9,10268
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,28.21313240043057,2000.7,2787,1980.1,2197.8682,2257.839,2032.6,2054.85,1995.3,2028.95,699202
YAARII.NS,YAARII DIG INTEGR SER LTD,45.13491414554374,100.65,183.45,37.8,105.58889,115.264084,95.85,100.65,95,95.9,26308
YESBANK.NS,YES BANK,42.409638554216876,11.95,20.75,11.9,13.145833,14.452113,12,12.15,11.9,11.95,75688611
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.4708333,1.6178322,1.6,1.6,1.6,1.6,21541
